#"BArt";"dGz100";"Alter";"N";"Hm";"Ho";"G";"Dg";"Form";"VDerb";"VDerbAus";"lGzDerb";"VVorNutz";"GWLDerb";"dGzDerb";"Bemerkungen"
1;15.00;130.00;229.00;41.00;41.90;50.50;53.00;44.00;921.00;50.00;9.30;887.00;1808.00;13.90;
1;16.00;15.00;8396.00;6.90;8.60;29.60;6.70;24.00;48.00;5.00;0.00;5.00;53.00;3.50;
1;16.00;20.00;5280.00;9.80;12.10;35.10;9.20;32.00;111.00;11.00;14.80;16.00;127.00;6.30;
1;16.00;25.00;3671.00;12.50;15.10;38.80;11.60;38.00;186.00;16.00;18.20;32.00;218.00;8.70;
1;16.00;30.00;2631.00;15.50;18.10;40.50;14.00;43.00;272.00;20.00;21.20;52.00;324.00;10.80;
1;16.00;35.00;1931.00;18.50;21.00;41.30;16.50;48.00;365.00;26.00;23.80;78.00;443.00;12.70;
1;16.00;40.00;1522.00;21.50;23.80;41.80;18.70;51.00;458.00;30.00;24.60;108.00;566.00;14.10;
1;16.00;45.00;1198.00;24.20;26.30;42.30;21.20;53.00;547.00;32.00;24.20;140.00;687.00;15.30;
1;16.00;50.00;988.00;26.50;28.30;43.20;23.60;55.00;625.00;37.00;23.00;177.00;802.00;16.00;
1;16.00;55.00;834.00;28.40;29.90;44.30;26.00;55.00;688.00;38.00;20.20;215.00;903.00;16.40;
1;16.00;60.00;730.00;30.10;31.50;45.90;28.30;54.00;742.00;42.00;19.20;257.00;999.00;16.60;
1;16.00;65.00;646.00;31.50;32.70;47.50;30.60;52.00;785.00;44.00;17.40;301.00;1086.00;16.70;
1;16.00;70.00;582.00;32.80;33.90;49.50;32.90;51.00;824.00;46.00;17.00;347.00;1171.00;16.70;
1;16.00;75.00;527.00;34.00;35.00;51.30;35.20;49.00;858.00;47.00;16.20;394.00;1252.00;16.70;
1;16.00;80.00;482.00;35.10;36.10;53.00;37.40;48.00;887.00;48.00;15.40;442.00;1329.00;16.60;
1;16.00;85.00;445.00;36.10;37.10;54.50;39.50;46.00;911.00;49.00;14.60;491.00;1402.00;16.50;
1;16.00;90.00;407.00;37.00;37.90;55.30;41.60;45.00;930.00;50.00;13.80;541.00;1471.00;16.30;
1;16.00;95.00;376.00;37.90;38.80;55.90;43.50;45.00;948.00;49.00;13.40;590.00;1538.00;16.20;
1;16.00;100.00;345.00;38.60;39.50;55.90;45.40;44.00;960.00;50.00;12.40;640.00;1600.00;16.00;
1;16.00;105.00;320.00;39.20;40.10;55.70;47.10;44.00;967.00;50.00;11.40;690.00;1657.00;15.80;
1;16.00;110.00;297.00;40.00;40.90;55.50;48.80;44.00;975.00;50.00;11.60;740.00;1715.00;15.60;
1;16.00;115.00;257.00;40.50;41.40;54.90;52.20;44.00;979.00;49.00;10.60;789.00;1768.00;15.40;
1;16.00;120.00;257.00;41.10;42.00;54.20;51.80;44.00;979.00;51.00;10.20;840.00;1819.00;15.20;
1;16.00;125.00;238.00;41.60;42.50;53.20;53.30;44.00;979.00;51.00;10.20;891.00;1870.00;15.00;
1;16.00;130.00;221.00;42.30;43.10;52.20;54.90;44.00;973.00;52.00;9.20;943.00;1916.00;14.70;
2;6.00;45.00;14117.00;6.10;8.00;26.60;4.90;23.00;38.00;3.00;-1.00;3.00;41.00;0.90;
2;6.00;50.00;10056.00;7.30;9.30;28.60;6.00;33.00;69.00;4.00;6.90;7.00;76.00;1.50;
2;6.00;55.00;7433.00;8.60;10.80;30.40;7.20;40.00;104.00;6.00;8.20;13.00;117.00;2.10;
2;6.00;60.00;5670.00;9.80;12.20;32.00;8.50;45.00;141.00;9.00;9.30;22.00;163.00;2.70;
2;6.00;65.00;4433.00;11.10;13.70;33.50;9.80;49.00;181.00;11.00;10.10;33.00;214.00;3.30;
2;6.00;70.00;3536.00;12.30;14.90;34.80;11.20;51.00;221.00;13.00;10.60;46.00;267.00;3.80;
2;6.00;75.00;2869.00;13.50;16.10;35.90;12.60;53.00;260.00;16.00;11.00;62.00;322.00;4.30;
2;6.00;80.00;2358.00;14.60;17.20;36.90;14.10;55.00;296.00;20.00;11.20;82.00;378.00;4.70;
2;6.00;85.00;1967.00;15.70;18.20;37.80;15.60;55.00;330.00;22.00;11.30;104.00;434.00;5.10;
2;6.00;90.00;1657.00;16.70;19.00;38.50;17.20;56.00;361.00;25.00;11.20;129.00;490.00;5.40;
2;6.00;95.00;1410.00;17.70;19.90;39.10;18.80;56.00;390.00;27.00;11.10;156.00;546.00;5.70;
2;6.00;100.00;1210.00;18.70;20.80;39.60;20.40;56.00;415.00;29.00;10.90;185.00;600.00;6.00;
2;6.00;105.00;1048.00;19.50;21.50;40.00;22.00;56.00;438.00;30.00;10.60;215.00;653.00;6.20;
2;6.00;110.00;914.00;20.40;22.30;40.30;23.70;56.00;459.00;31.00;10.30;246.00;705.00;6.40;
2;6.00;115.00;805.00;21.20;22.90;40.60;25.30;55.00;478.00;30.00;9.90;276.00;754.00;6.60;
2;6.00;120.00;713.00;21.90;23.50;40.80;27.00;55.00;495.00;30.00;9.40;306.00;801.00;6.70;
2;6.00;125.00;636.00;22.60;24.20;41.00;28.60;55.00;510.00;30.00;8.90;336.00;846.00;6.80;
2;6.00;130.00;570.00;23.20;24.70;41.00;30.30;55.00;523.00;29.00;8.40;365.00;888.00;6.80;
2;6.00;135.00;513.00;23.80;25.20;41.00;31.90;55.00;535.00;27.00;7.80;392.00;927.00;6.90;
2;6.00;140.00;464.00;24.30;25.60;40.90;33.50;55.00;546.00;26.00;7.30;418.00;964.00;6.90;
2;6.00;145.00;422.00;24.80;26.10;40.80;35.10;55.00;555.00;24.00;6.60;442.00;997.00;6.90;
2;6.00;150.00;386.00;25.30;26.50;40.70;36.60;55.00;562.00;23.00;6.10;465.00;1027.00;6.80;
2;7.00;45.00;9871.00;7.00;9.00;28.50;6.10;30.00;61.00;6.00;-1.00;6.00;67.00;1.50;
2;7.00;50.00;7275.00;8.30;10.40;30.50;7.30;38.00;97.00;7.00;8.60;13.00;110.00;2.20;
2;7.00;55.00;5529.00;9.70;12.10;32.30;8.60;44.00;137.00;9.00;9.90;22.00;159.00;2.90;
2;7.00;60.00;4305.00;11.10;13.70;33.90;10.00;48.00;179.00;12.00;10.80;34.00;213.00;3.60;
2;7.00;65.00;3419.00;12.40;15.00;35.30;11.50;51.00;221.00;16.00;11.50;50.00;271.00;4.20;
2;7.00;70.00;2767.00;13.70;16.30;36.50;12.90;53.00;262.00;19.00;12.00;69.00;331.00;4.70;
2;7.00;75.00;2275.00;14.90;17.50;37.50;14.50;54.00;302.00;22.00;12.30;91.00;393.00;5.20;
2;7.00;80.00;1896.00;16.10;18.50;38.50;16.10;55.00;338.00;26.00;12.50;117.00;455.00;5.70;
2;7.00;85.00;1599.00;17.20;19.50;39.30;17.70;55.00;372.00;29.00;12.50;146.00;518.00;6.10;
2;7.00;90.00;1360.00;18.30;20.40;40.00;19.30;55.00;403.00;31.00;12.40;177.00;580.00;6.40;
2;7.00;95.00;1170.00;19.30;21.30;40.60;21.00;55.00;430.00;33.00;12.20;210.00;640.00;6.70;
2;7.00;100.00;1014.00;20.30;22.20;41.10;22.70;55.00;456.00;34.00;11.90;244.00;700.00;7.00;
2;7.00;105.00;886.00;21.20;22.90;41.50;24.40;54.00;480.00;34.00;11.60;278.00;758.00;7.20;
2;7.00;110.00;779.00;22.10;23.70;41.80;26.20;54.00;500.00;35.00;11.10;313.00;813.00;7.40;
2;7.00;115.00;689.00;22.90;24.40;42.10;27.90;54.00;520.00;34.00;10.60;347.00;867.00;7.50;
2;7.00;120.00;614.00;23.60;25.00;42.30;29.60;54.00;537.00;33.00;10.10;380.00;917.00;7.60;
2;7.00;125.00;550.00;24.30;25.60;42.30;31.30;54.00;552.00;33.00;9.50;413.00;965.00;7.70;
2;7.00;130.00;495.00;25.00;26.30;42.40;33.00;53.00;564.00;32.00;8.90;445.00;1009.00;7.80;
2;7.00;135.00;447.00;25.60;26.80;42.30;34.70;53.00;576.00;30.00;8.30;475.00;1051.00;7.80;
2;7.00;140.00;406.00;26.10;27.30;42.20;36.40;53.00;586.00;28.00;7.70;503.00;1089.00;7.80;
2;7.00;145.00;371.00;26.60;27.70;42.10;38.00;53.00;594.00;28.00;7.10;531.00;1125.00;7.80;
2;7.00;150.00;341.00;27.10;28.20;42.00;39.60;53.00;601.00;26.00;6.60;557.00;1158.00;7.70;
2;8.00;40.00;10200.00;6.40;8.30;28.00;5.90;26.00;47.00;4.00;-1.00;4.00;51.00;1.30;
2;8.00;45.00;7394.00;7.90;10.00;30.30;7.20;35.00;85.00;6.00;8.80;10.00;95.00;2.10;
2;8.00;50.00;5573.00;9.40;11.80;32.40;8.60;41.00;126.00;10.00;10.30;20.00;146.00;2.90;
2;8.00;55.00;4315.00;10.80;13.30;34.20;10.00;46.00;171.00;12.00;11.50;32.00;203.00;3.70;
2;8.00;60.00;3415.00;12.30;14.90;35.70;11.50;49.00;217.00;17.00;12.40;49.00;266.00;4.40;
2;8.00;65.00;2747.00;13.70;16.30;37.00;13.10;51.00;261.00;21.00;13.10;70.00;331.00;5.10;
2;8.00;70.00;2249.00;15.00;17.50;38.10;14.70;53.00;302.00;26.00;13.40;96.00;398.00;5.70;
2;8.00;75.00;1865.00;16.30;18.70;39.10;16.30;53.00;341.00;29.00;13.60;125.00;466.00;6.20;
2;8.00;80.00;1570.00;17.50;19.70;40.00;18.00;54.00;378.00;32.00;13.70;157.00;535.00;6.70;
2;8.00;85.00;1334.00;18.70;20.80;40.80;19.70;54.00;411.00;35.00;13.60;192.00;603.00;7.10;
2;8.00;90.00;1146.00;19.80;21.70;41.50;21.50;53.00;440.00;38.00;13.40;230.00;670.00;7.40;
2;8.00;95.00;993.00;20.90;22.70;42.10;23.20;53.00;468.00;38.00;13.20;268.00;736.00;7.70;
2;8.00;100.00;867.00;21.90;23.50;42.60;25.00;53.00;494.00;38.00;12.80;306.00;800.00;8.00;
2;8.00;105.00;762.00;22.80;24.30;43.00;26.80;53.00;518.00;38.00;12.30;344.00;862.00;8.20;
2;8.00;110.00;674.00;23.70;25.10;43.30;28.60;52.00;538.00;39.00;11.80;383.00;921.00;8.40;
2;8.00;115.00;599.00;24.50;25.80;43.50;30.40;52.00;557.00;37.00;11.30;420.00;977.00;8.50;
2;8.00;120.00;536.00;25.30;26.50;43.70;32.20;52.00;575.00;36.00;10.60;456.00;1031.00;8.60;
2;8.00;125.00;481.00;26.00;27.20;43.70;34.00;52.00;590.00;35.00;10.00;491.00;1081.00;8.60;
2;8.00;130.00;434.00;26.70;27.80;43.70;35.80;52.00;603.00;34.00;9.40;525.00;1128.00;8.70;
2;8.00;135.00;393.00;27.30;28.40;43.60;37.50;51.00;613.00;33.00;8.80;558.00;1171.00;8.70;
2;8.00;140.00;358.00;27.90;28.90;43.50;39.30;51.00;622.00;32.00;8.10;590.00;1212.00;8.70;
2;8.00;145.00;328.00;28.40;29.40;43.40;41.00;51.00;629.00;31.00;7.60;621.00;1250.00;8.60;
2;8.00;150.00;302.00;28.90;29.80;43.30;42.70;51.00;635.00;29.00;7.10;650.00;1285.00;8.60;
2;9.00;40.00;8023.00;7.40;9.40;29.70;6.90;32.00;71.00;7.00;-1.00;7.00;78.00;1.90;
2;9.00;45.00;5874.00;8.90;11.10;32.00;8.30;40.00;114.00;8.00;10.20;15.00;129.00;2.90;
2;9.00;50.00;4460.00;10.50;13.00;34.10;9.90;45.00;160.00;12.00;11.70;27.00;187.00;3.70;
2;9.00;55.00;3477.00;12.00;14.60;35.80;11.40;48.00;208.00;17.00;12.90;44.00;252.00;4.60;
2;9.00;60.00;2777.00;13.50;16.10;37.30;13.10;51.00;256.00;21.00;13.80;65.00;321.00;5.40;
2;9.00;65.00;2258.00;14.90;17.50;38.60;14.80;52.00;301.00;27.00;14.40;92.00;393.00;6.10;
2;9.00;70.00;1863.00;16.30;18.70;39.70;16.50;53.00;343.00;32.00;14.80;124.00;467.00;6.70;
2;9.00;75.00;1560.00;17.70;19.90;40.80;18.20;53.00;383.00;35.00;14.90;159.00;542.00;7.20;
2;9.00;80.00;1323.00;18.90;20.90;41.70;20.00;53.00;420.00;37.00;14.90;196.00;616.00;7.70;
2;9.00;85.00;1133.00;20.10;22.00;42.40;21.80;53.00;453.00;41.00;14.70;237.00;690.00;8.10;
2;9.00;90.00;979.00;21.30;23.00;43.10;23.70;53.00;483.00;42.00;14.40;279.00;762.00;8.50;
2;9.00;95.00;852.00;22.40;24.00;43.60;25.50;53.00;511.00;42.00;14.10;321.00;832.00;8.80;
2;9.00;100.00;748.00;23.40;24.80;44.00;27.40;52.00;537.00;42.00;13.60;363.00;900.00;9.00;
2;9.00;105.00;660.00;24.40;25.70;44.30;29.20;52.00;560.00;42.00;13.10;405.00;965.00;9.20;
2;9.00;110.00;586.00;25.30;26.50;44.60;31.10;52.00;581.00;41.00;12.40;446.00;1027.00;9.30;
2;9.00;115.00;523.00;26.10;27.30;44.70;33.00;52.00;599.00;41.00;11.80;487.00;1086.00;9.40;
2;9.00;120.00;471.00;26.90;28.00;44.80;34.80;51.00;617.00;38.00;11.10;525.00;1142.00;9.50;
2;9.00;125.00;425.00;27.60;28.60;44.80;36.70;51.00;631.00;37.00;10.30;562.00;1193.00;9.50;
2;9.00;130.00;386.00;28.30;29.30;44.80;38.50;51.00;644.00;35.00;9.60;597.00;1241.00;9.50;
2;9.00;135.00;351.00;28.90;29.80;44.70;40.30;51.00;655.00;34.00;9.00;631.00;1286.00;9.50;
2;9.00;140.00;322.00;29.50;30.40;44.60;42.00;51.00;664.00;32.00;8.30;663.00;1327.00;9.50;
2;9.00;145.00;296.00;30.00;30.80;44.50;43.80;50.00;671.00;32.00;7.70;695.00;1366.00;9.40;
2;9.00;150.00;274.00;30.50;31.30;44.40;45.50;50.00;676.00;31.00;7.20;726.00;1402.00;9.30;
2;10.00;30.00;13814.00;5.10;6.90;26.10;4.90;12.00;16.00;1.00;-1.00;1.00;17.00;0.60;
2;10.00;35.00;8984.00;6.70;8.70;28.90;6.40;28.00;53.00;3.00;8.00;4.00;57.00;1.60;
2;10.00;40.00;6330.00;8.30;10.40;31.50;8.00;37.00;98.00;6.00;10.20;10.00;108.00;2.70;
2;10.00;45.00;4706.00;10.00;12.40;33.90;9.60;44.00;148.00;10.00;12.10;20.00;168.00;3.70;
2;10.00;50.00;3613.00;11.60;14.20;35.90;11.20;48.00;199.00;17.00;13.50;37.00;236.00;4.70;
2;10.00;55.00;2859.00;13.20;15.80;37.60;12.90;50.00;249.00;23.00;14.60;60.00;309.00;5.60;
2;10.00;60.00;2307.00;14.80;17.40;39.10;14.70;52.00;298.00;27.00;15.20;87.00;385.00;6.40;
2;10.00;65.00;1894.00;16.20;18.60;40.40;16.50;52.00;343.00;33.00;15.70;120.00;463.00;7.10;
2;10.00;70.00;1578.00;17.70;19.90;41.50;18.30;53.00;385.00;38.00;15.90;158.00;543.00;7.80;
2;10.00;75.00;1334.00;19.00;21.00;42.50;20.10;53.00;425.00;39.00;15.90;197.00;622.00;8.30;
2;10.00;80.00;1141.00;20.30;22.20;43.40;22.00;53.00;462.00;42.00;15.80;239.00;701.00;8.80;
2;10.00;85.00;983.00;21.50;23.20;44.10;23.90;52.00;496.00;44.00;15.60;283.00;779.00;9.20;
2;10.00;90.00;853.00;22.70;24.30;44.60;25.80;52.00;527.00;45.00;15.20;328.00;855.00;9.50;
2;10.00;95.00;746.00;23.80;25.20;45.10;27.70;52.00;555.00;46.00;14.70;374.00;929.00;9.80;
2;10.00;100.00;657.00;24.90;26.20;45.40;29.60;51.00;580.00;46.00;14.20;420.00;1000.00;10.00;
2;10.00;105.00;582.00;25.80;27.00;45.70;31.60;51.00;603.00;45.00;13.50;465.00;1068.00;10.20;
2;10.00;110.00;519.00;26.70;27.80;45.80;33.50;51.00;623.00;44.00;12.80;509.00;1132.00;10.30;
2;10.00;115.00;465.00;27.60;28.60;45.90;35.40;51.00;640.00;43.00;12.10;552.00;1192.00;10.40;
2;10.00;120.00;419.00;28.40;29.40;46.00;37.40;50.00;657.00;40.00;11.40;592.00;1249.00;10.40;
2;10.00;125.00;379.00;29.10;30.00;46.00;39.30;50.00;672.00;38.00;10.60;630.00;1302.00;10.40;
2;10.00;130.00;345.00;29.80;30.60;46.00;41.20;50.00;685.00;37.00;9.90;667.00;1352.00;10.40;
2;10.00;135.00;315.00;30.40;31.20;45.90;43.00;50.00;696.00;35.00;9.20;702.00;1398.00;10.40;
2;10.00;140.00;289.00;31.00;31.80;45.80;44.90;50.00;705.00;33.00;8.60;735.00;1440.00;10.30;
2;10.00;145.00;266.00;31.50;32.30;45.70;46.70;50.00;713.00;32.00;7.90;767.00;1480.00;10.20;
2;10.00;150.00;246.00;32.00;32.70;45.60;48.50;49.00;719.00;31.00;7.30;798.00;1517.00;10.10;
2;11.00;30.00;10993.00;5.80;7.70;27.70;5.70;20.00;33.00;1.00;-1.00;1.00;34.00;1.10;
2;11.00;35.00;7244.00;7.50;9.60;30.60;7.30;33.00;75.00;5.00;9.50;6.00;81.00;2.30;
2;11.00;40.00;5173.00;9.20;11.50;33.20;9.00;41.00;126.00;8.00;11.70;14.00;140.00;3.50;
2;11.00;45.00;3886.00;11.00;13.60;35.50;10.80;46.00;180.00;14.00;13.60;28.00;208.00;4.60;
2;11.00;50.00;3014.00;12.70;15.30;37.50;12.60;49.00;234.00;21.00;15.10;49.00;283.00;5.70;
2;11.00;55.00;2397.00;14.30;16.90;39.20;14.40;51.00;286.00;28.00;16.00;77.00;363.00;6.70;
2;11.00;60.00;1950.00;15.90;18.30;40.70;16.30;52.00;336.00;33.00;16.60;110.00;446.00;7.40;
2;11.00;65.00;1611.00;17.50;19.70;42.00;18.20;52.00;383.00;38.00;16.90;148.00;531.00;8.20;
2;11.00;70.00;1351.00;18.90;20.90;43.00;20.10;52.00;425.00;43.00;17.10;191.00;616.00;8.80;
2;11.00;75.00;1148.00;20.30;22.20;44.00;22.10;52.00;466.00;45.00;17.00;236.00;702.00;9.40;
2;11.00;80.00;987.00;21.60;23.30;44.90;24.10;52.00;503.00;47.00;16.80;283.00;786.00;9.80;
2;11.00;85.00;855.00;22.90;24.40;45.50;26.00;51.00;536.00;49.00;16.50;332.00;868.00;10.20;
2;11.00;90.00;745.00;24.10;25.50;46.00;28.00;51.00;566.00;50.00;16.00;382.00;948.00;10.50;
2;11.00;95.00;655.00;25.20;26.50;46.40;30.00;51.00;594.00;50.00;15.50;432.00;1026.00;10.80;
2;11.00;100.00;579.00;26.30;27.50;46.70;32.00;51.00;620.00;48.00;14.80;480.00;1100.00;11.00;
2;11.00;105.00;515.00;27.30;28.40;46.90;34.00;50.00;642.00;48.00;14.10;528.00;1170.00;11.10;
2;11.00;110.00;460.00;28.20;29.20;47.00;36.00;50.00;663.00;46.00;13.30;574.00;1237.00;11.20;
2;11.00;115.00;414.00;29.10;30.00;47.00;38.00;50.00;681.00;45.00;12.50;619.00;1300.00;11.30;
2;11.00;120.00;375.00;29.90;30.70;47.10;40.00;50.00;696.00;42.00;11.60;661.00;1357.00;11.30;
2;11.00;125.00;340.00;30.60;31.40;47.00;42.00;49.00;710.00;40.00;10.80;701.00;1411.00;11.30;
2;11.00;130.00;311.00;31.30;32.10;47.00;43.90;49.00;722.00;38.00;10.00;739.00;1461.00;11.20;
2;11.00;135.00;285.00;31.90;32.60;46.90;45.80;49.00;733.00;36.00;9.30;775.00;1508.00;11.10;
2;11.00;140.00;262.00;32.50;33.20;46.80;47.70;49.00;741.00;35.00;8.70;810.00;1551.00;11.10;
2;11.00;145.00;242.00;33.00;33.70;46.70;49.50;49.00;749.00;32.00;8.00;842.00;1591.00;11.00;
2;11.00;150.00;225.00;33.50;34.20;46.60;51.30;48.00;754.00;32.00;7.40;874.00;1628.00;10.90;
2;12.00;30.00;8731.00;6.50;8.40;29.20;6.50;27.00;51.00;3.00;-1.00;3.00;54.00;1.80;
2;12.00;35.00;5888.00;8.30;10.40;32.20;8.30;38.00;101.00;6.00;11.20;9.00;110.00;3.10;
2;12.00;40.00;4261.00;10.20;12.70;34.90;10.20;44.00;155.00;12.00;13.30;21.00;176.00;4.40;
2;12.00;45.00;3233.00;12.00;14.60;37.20;12.10;48.00;213.00;18.00;15.10;39.00;252.00;5.60;
2;12.00;50.00;2525.00;13.80;16.40;39.10;14.00;50.00;269.00;26.00;16.50;65.00;334.00;6.70;
2;12.00;55.00;2025.00;15.50;18.00;40.80;16.00;51.00;323.00;33.00;17.40;98.00;421.00;7.70;
2;12.00;60.00;1659.00;17.10;19.40;42.30;18.00;52.00;374.00;39.00;17.90;137.00;511.00;8.50;
2;12.00;65.00;1379.00;18.70;20.80;43.50;20.00;52.00;422.00;43.00;18.20;180.00;602.00;9.30;
2;12.00;70.00;1164.00;20.20;22.10;44.50;22.10;52.00;465.00;48.00;18.20;228.00;693.00;9.90;
2;12.00;75.00;994.00;21.60;23.30;45.40;24.10;52.00;505.00;50.00;18.10;278.00;783.00;10.40;
2;12.00;80.00;857.00;23.00;24.50;46.20;26.20;51.00;542.00;52.00;17.80;330.00;872.00;10.90;
2;12.00;85.00;746.00;24.30;25.60;46.80;28.30;51.00;576.00;53.00;17.40;383.00;959.00;11.30;
2;12.00;90.00;654.00;25.50;26.70;47.30;30.40;51.00;607.00;53.00;16.80;436.00;1043.00;11.60;
2;12.00;95.00;577.00;26.60;27.70;47.60;32.40;50.00;634.00;53.00;16.10;489.00;1123.00;11.80;
2;12.00;100.00;512.00;27.70;28.70;47.90;34.50;50.00;660.00;51.00;15.30;540.00;1200.00;12.00;
2;12.00;105.00;457.00;28.70;29.60;48.00;36.60;50.00;684.00;49.00;14.50;589.00;1273.00;12.10;
2;12.00;110.00;410.00;29.60;30.50;48.10;38.60;49.00;703.00;49.00;13.60;638.00;1341.00;12.20;
2;12.00;115.00;370.00;30.50;31.30;48.10;40.70;49.00;720.00;46.00;12.70;684.00;1404.00;12.20;
2;12.00;120.00;336.00;31.30;32.10;48.10;42.70;49.00;736.00;43.00;11.80;727.00;1463.00;12.20;
2;12.00;125.00;307.00;32.00;32.70;48.10;44.70;49.00;750.00;41.00;10.90;768.00;1518.00;12.10;
2;12.00;130.00;281.00;32.70;33.40;48.00;46.60;49.00;760.00;40.00;10.10;808.00;1568.00;12.10;
2;12.00;135.00;259.00;33.30;34.00;47.90;48.60;48.00;770.00;37.00;9.40;845.00;1615.00;12.00;
2;12.00;140.00;239.00;33.90;34.60;47.80;50.50;48.00;779.00;35.00;8.70;880.00;1659.00;11.80;
2;12.00;145.00;222.00;34.40;35.10;47.70;52.30;48.00;784.00;35.00;8.10;915.00;1699.00;11.70;
2;12.00;150.00;207.00;34.90;35.60;47.60;54.20;48.00;787.00;34.00;7.40;949.00;1736.00;11.50;
2;13.00;30.00;7142.00;7.30;9.30;30.80;7.40;32.00;70.00;5.00;-1.00;5.00;75.00;2.50;
2;13.00;35.00;4901.00;9.20;11.50;33.90;9.40;41.00;127.00;7.00;12.80;12.00;139.00;4.00;
2;13.00;40.00;3584.00;11.10;13.70;36.60;11.40;46.00;187.00;16.00;15.20;28.00;215.00;5.40;
2;13.00;45.00;2748.00;13.00;15.60;39.00;13.40;49.00;248.00;24.00;16.90;52.00;300.00;6.70;
2;13.00;50.00;2158.00;14.90;17.50;40.80;15.50;51.00;307.00;31.00;18.00;83.00;390.00;7.80;
2;13.00;55.00;1741.00;16.60;18.90;42.50;17.60;52.00;363.00;38.00;18.80;121.00;484.00;8.80;
2;13.00;60.00;1433.00;18.30;20.40;43.90;19.70;52.00;414.00;45.00;19.20;166.00;580.00;9.70;
2;13.00;65.00;1198.00;19.90;21.80;45.00;21.90;52.00;462.00;49.00;19.40;215.00;677.00;10.40;
2;13.00;70.00;1015.00;21.50;23.20;46.00;24.00;51.00;505.00;53.00;19.30;268.00;773.00;11.10;
2;13.00;75.00;870.00;22.90;24.40;46.90;26.20;51.00;544.00;56.00;19.00;324.00;868.00;11.60;
2;13.00;80.00;753.00;24.30;25.60;47.50;28.30;50.00;580.00;57.00;18.60;381.00;961.00;12.00;
2;13.00;85.00;658.00;25.60;26.80;48.10;30.50;50.00;614.00;57.00;18.10;438.00;1052.00;12.40;
2;13.00;90.00;579.00;26.80;27.90;48.50;32.70;50.00;645.00;56.00;17.40;494.00;1139.00;12.60;
2;13.00;95.00;513.00;28.00;29.00;48.80;34.80;49.00;672.00;55.00;16.60;549.00;1221.00;12.90;
2;13.00;100.00;457.00;29.10;30.00;49.00;37.00;49.00;698.00;53.00;15.70;602.00;1300.00;13.00;
2;13.00;105.00;410.00;30.10;30.90;49.10;39.10;49.00;721.00;51.00;14.80;653.00;1374.00;13.10;
2;13.00;110.00;369.00;31.00;31.80;49.20;41.20;49.00;740.00;50.00;13.90;703.00;1443.00;13.10;
2;13.00;115.00;334.00;31.90;32.60;49.20;43.30;48.00;759.00;46.00;12.90;749.00;1508.00;13.10;
2;13.00;120.00;305.00;32.70;33.40;49.20;45.30;48.00;774.00;44.00;11.90;793.00;1567.00;13.10;
2;13.00;125.00;279.00;33.40;34.10;49.10;47.30;48.00;786.00;43.00;11.00;836.00;1622.00;13.00;
2;13.00;130.00;257.00;34.10;34.80;49.00;49.30;48.00;796.00;41.00;10.20;877.00;1673.00;12.90;
2;13.00;135.00;237.00;34.70;35.40;48.90;51.30;48.00;807.00;37.00;9.40;914.00;1721.00;12.80;
2;13.00;140.00;220.00;35.30;36.00;48.80;53.20;47.00;813.00;37.00;8.70;951.00;1764.00;12.60;
2;13.00;145.00;205.00;35.90;36.50;48.60;55.00;47.00;819.00;35.00;8.10;986.00;1805.00;12.50;
2;13.00;150.00;192.00;36.40;37.00;48.50;56.90;47.00;821.00;35.00;7.50;1021.00;1842.00;12.30;
2;14.00;30.00;6122.00;8.00;10.10;32.30;8.20;35.00;91.00;7.00;-1.00;7.00;98.00;3.30;
2;14.00;35.00;4235.00;10.00;12.40;35.50;10.30;44.00;155.00;9.00;14.70;16.00;171.00;4.90;
2;14.00;40.00;3103.00;12.00;14.60;38.20;12.50;47.00;218.00;21.00;16.80;37.00;255.00;6.40;
2;14.00;45.00;2380.00;14.00;16.60;40.50;14.70;49.00;280.00;30.00;18.40;67.00;347.00;7.70;
2;14.00;50.00;1879.00;15.90;18.30;42.40;16.90;51.00;341.00;36.00;19.50;103.00;444.00;8.90;
2;14.00;55.00;1523.00;17.70;19.90;44.00;19.20;51.00;399.00;43.00;20.20;146.00;545.00;9.90;
2;14.00;60.00;1259.00;19.50;21.50;45.40;21.40;51.00;451.00;51.00;20.60;197.00;648.00;10.80;
2;14.00;65.00;1055.00;21.10;22.80;46.50;23.70;51.00;499.00;55.00;20.60;252.00;751.00;11.60;
2;14.00;70.00;899.00;22.70;24.30;47.50;25.90;50.00;543.00;59.00;20.40;311.00;854.00;12.20;
2;14.00;75.00;773.00;24.20;25.50;48.30;28.20;50.00;582.00;61.00;20.00;372.00;954.00;12.70;
2;14.00;80.00;670.00;25.60;26.80;48.80;30.50;50.00;618.00;61.00;19.50;433.00;1051.00;13.10;
2;14.00;85.00;587.00;26.90;28.00;49.30;32.70;49.00;651.00;61.00;18.80;494.00;1145.00;13.50;
2;14.00;90.00;518.00;28.20;29.20;49.70;34.90;49.00;681.00;60.00;18.00;554.00;1235.00;13.70;
2;14.00;95.00;461.00;29.30;30.20;50.00;37.10;48.00;709.00;57.00;17.00;611.00;1320.00;13.90;
2;14.00;100.00;412.00;30.40;31.20;50.20;39.30;48.00;734.00;55.00;16.00;666.00;1400.00;14.00;
2;14.00;105.00;371.00;31.50;32.30;50.20;41.50;48.00;757.00;52.00;15.00;718.00;1475.00;14.00;
2;14.00;110.00;335.00;32.40;33.10;50.20;43.70;48.00;776.00;51.00;14.00;769.00;1545.00;14.00;
